Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-23 00:00:00-04:00,19.43000030517578,19.885000228881836,17.06999969482422,18.010000228881836,363900,0.0,0.0
2020-03-24 00:00:00-04:00,18.5,20.110000610351562,18.110000610351562,19.15999984741211,222700,0.0,0.0
2020-03-25 00:00:00-04:00,19.0,20.469999313354492,17.65999984741211,19.600000381469727,299800,0.0,0.0
2020-03-26 00:00:00-04:00,19.450000762939453,20.450000762939453,18.635000228881836,19.0,172100,0.0,0.0
2020-03-27 00:00:00-04:00,18.670000076293945,18.670000076293945,17.049999237060547,18.049999237060547,95800,0.0,0.0
2020-03-30 00:00:00-04:00,18.0,18.31999969482422,17.219999313354492,18.0,106200,0.0,0.0
2020-03-31 00:00:00-04:00,17.989999771118164,19.003000259399414,16.8799991607666,18.0,139600,0.0,0.0
2020-04-01 00:00:00-04:00,17.309999465942383,17.600000381469727,16.0,16.1200008392334,173800,0.0,0.0
2020-04-02 00:00:00-04:00,16.1200008392334,16.6299991607666,15.034000396728516,15.260000228881836,129700,0.0,0.0
2020-04-03 00:00:00-04:00,15.239999771118164,16.469999313354492,15.100000381469727,16.110000610351562,227200,0.0,0.0
2020-04-06 00:00:00-04:00,16.540000915527344,17.746999740600586,16.165000915527344,16.649999618530273,177500,0.0,0.0
2020-04-07 00:00:00-04:00,17.299999237060547,17.5,15.550000190734863,15.8100004196167,128400,0.0,0.0
2020-04-08 00:00:00-04:00,16.040000915527344,16.719999313354492,15.4399995803833,16.700000762939453,145300,0.0,0.0
2020-04-09 00:00:00-04:00,16.829999923706055,17.200000762939453,16.079999923706055,16.6200008392334,179700,0.0,0.0
2020-04-13 00:00:00-04:00,16.729999542236328,16.729999542236328,15.819999694824219,16.100000381469727,164800,0.0,0.0
2020-04-14 00:00:00-04:00,16.5,17.209999084472656,16.190000534057617,17.06999969482422,296400,0.0,0.0
2020-04-15 00:00:00-04:00,16.799999237060547,16.989999771118164,15.666999816894531,15.899999618530273,125400,0.0,0.0
2020-04-16 00:00:00-04:00,16.229999542236328,16.229999542236328,15.343000411987305,16.170000076293945,139000,0.0,0.0
2020-04-17 00:00:00-04:00,16.6299991607666,16.75,15.65999984741211,15.979999542236328,190800,0.0,0.0
2020-04-20 00:00:00-04:00,15.989999771118164,16.940000534057617,15.800000190734863,16.559999465942383,345400,0.0,0.0
2020-04-21 00:00:00-04:00,16.5,16.5,15.680000305175781,16.100000381469727,169300,0.0,0.0
2020-04-22 00:00:00-04:00,16.3799991607666,16.988000869750977,15.819999694824219,16.65999984741211,123700,0.0,0.0
2020-04-23 00:00:00-04:00,16.809999465942383,18.469999313354492,16.700000762939453,17.739999771118164,213900,0.0,0.0
2020-04-24 00:00:00-04:00,17.8799991607666,18.45800018310547,17.799999237060547,18.149999618530273,220800,0.0,0.0
2020-04-27 00:00:00-04:00,18.389999389648438,18.898000717163086,16.5,16.530000686645508,246700,0.0,0.0
2020-04-28 00:00:00-04:00,16.799999237060547,17.190000534057617,15.65999984741211,16.299999237060547,221600,0.0,0.0
2020-04-29 00:00:00-04:00,16.739999771118164,17.600000381469727,16.5,16.889999389648438,195800,0.0,0.0
2020-04-30 00:00:00-04:00,16.639999389648438,16.799999237060547,15.600000381469727,15.949999809265137,239900,0.0,0.0
2020-05-01 00:00:00-04:00,15.8100004196167,15.970000267028809,15.010000228881836,15.380000114440918,185800,0.0,0.0
2020-05-04 00:00:00-04:00,15.079999923706055,15.800000190734863,14.800000190734863,15.760000228881836,128000,0.0,0.0
2020-05-05 00:00:00-04:00,16.34000015258789,16.719999313354492,16.010000228881836,16.489999771118164,179900,0.0,0.0
2020-05-06 00:00:00-04:00,16.350000381469727,16.549999237060547,15.850000381469727,16.079999923706055,150800,0.0,0.0
2020-05-07 00:00:00-04:00,16.15999984741211,17.350000381469727,16.040000915527344,16.84000015258789,165700,0.0,0.0
2020-05-08 00:00:00-04:00,17.049999237060547,17.200000762939453,16.700000762939453,16.889999389648438,80000,0.0,0.0
2020-05-11 00:00:00-04:00,16.93000030517578,20.799999237060547,16.799999237060547,20.709999084472656,433200,0.0,0.0
2020-05-12 00:00:00-04:00,20.600000381469727,21.8799991607666,18.809999465942383,19.950000762939453,335800,0.0,0.0
2020-05-13 00:00:00-04:00,20.030000686645508,24.297000885009766,19.6200008392334,21.399999618530273,491400,0.0,0.0
2020-05-14 00:00:00-04:00,20.8799991607666,21.0,19.260000228881836,19.510000228881836,271600,0.0,0.0
2020-05-15 00:00:00-04:00,19.530000686645508,22.0,19.25,21.40999984741211,211500,0.0,0.0
2020-05-18 00:00:00-04:00,22.5,23.790000915527344,21.110000610351562,21.489999771118164,299100,0.0,0.0
2020-05-19 00:00:00-04:00,21.860000610351562,24.25,21.860000610351562,23.510000228881836,311000,0.0,0.0
2020-05-20 00:00:00-04:00,23.950000762939453,27.25,23.75,25.579999923706055,365100,0.0,0.0
2020-05-21 00:00:00-04:00,26.020000457763672,27.219999313354492,25.600000381469727,26.549999237060547,263300,0.0,0.0
2020-05-22 00:00:00-04:00,26.420000076293945,26.53499984741211,24.520000457763672,25.6200008392334,321200,0.0,0.0
2020-05-26 00:00:00-04:00,26.399999618530273,27.280000686645508,22.90999984741211,24.31999969482422,286900,0.0,0.0
2020-05-27 00:00:00-04:00,24.540000915527344,24.780000686645508,22.5,24.59000015258789,140500,0.0,0.0
2020-05-28 00:00:00-04:00,24.690000534057617,26.440000534057617,23.8799991607666,25.020000457763672,244900,0.0,0.0
2020-05-29 00:00:00-04:00,24.989999771118164,25.7549991607666,23.954999923706055,25.549999237060547,271100,0.0,0.0
2020-06-01 00:00:00-04:00,25.600000381469727,27.190000534057617,24.93000030517578,26.18000030517578,228000,0.0,0.0
2020-06-02 00:00:00-04:00,26.190000534057617,28.270000457763672,25.514999389648438,28.049999237060547,236400,0.0,0.0
2020-06-03 00:00:00-04:00,27.989999771118164,28.850000381469727,27.059999465942383,28.1299991607666,246200,0.0,0.0
2020-06-04 00:00:00-04:00,27.899999618530273,28.18000030517578,26.56999969482422,27.280000686645508,225600,0.0,0.0
2020-06-05 00:00:00-04:00,27.950000762939453,28.110000610351562,25.510000228881836,25.729999542236328,209000,0.0,0.0
2020-06-08 00:00:00-04:00,26.420000076293945,28.440000534057617,26.149999618530273,27.760000228881836,313900,0.0,0.0
2020-06-09 00:00:00-04:00,27.489999771118164,27.979999542236328,26.889999389648438,27.780000686645508,128600,0.0,0.0
2020-06-10 00:00:00-04:00,27.770000457763672,27.959999084472656,26.059999465942383,26.739999771118164,190400,0.0,0.0
2020-06-11 00:00:00-04:00,26.059999465942383,26.450000762939453,25.049999237060547,25.5,225300,0.0,0.0
2020-06-12 00:00:00-04:00,26.239999771118164,26.239999771118164,24.229999542236328,24.940000534057617,239800,0.0,0.0
2020-06-15 00:00:00-04:00,24.5,27.360000610351562,24.5,26.850000381469727,419600,0.0,0.0
2020-06-16 00:00:00-04:00,27.530000686645508,27.530000686645508,26.51300048828125,27.0,281800,0.0,0.0
2020-06-17 00:00:00-04:00,27.209999084472656,27.260000228881836,24.110000610351562,25.649999618530273,717800,0.0,0.0
2020-06-18 00:00:00-04:00,25.469999313354492,27.094999313354492,25.010000228881836,26.600000381469727,628900,0.0,0.0
2020-06-19 00:00:00-04:00,26.81999969482422,28.100000381469727,25.709999084472656,27.299999237060547,1179600,0.0,0.0
2020-06-22 00:00:00-04:00,26.610000610351562,29.940000534057617,26.040000915527344,28.65999984741211,556400,0.0,0.0
2020-06-23 00:00:00-04:00,29.09000015258789,30.15999984741211,26.020000457763672,26.360000610351562,568600,0.0,0.0
2020-06-24 00:00:00-04:00,26.520000457763672,27.559999465942383,25.770000457763672,26.209999084472656,224700,0.0,0.0
2020-06-25 00:00:00-04:00,26.200000762939453,26.920000076293945,25.850000381469727,26.510000228881836,126600,0.0,0.0
2020-06-26 00:00:00-04:00,26.5,26.770000457763672,24.25,24.950000762939453,343800,0.0,0.0
2020-06-29 00:00:00-04:00,26.559999465942383,27.61400032043457,25.648000717163086,27.459999084472656,229000,0.0,0.0
2020-06-30 00:00:00-04:00,27.31999969482422,28.389999389648438,26.850000381469727,28.0,236400,0.0,0.0
2020-07-01 00:00:00-04:00,28.190000534057617,28.93000030517578,27.6299991607666,28.510000228881836,237000,0.0,0.0
2020-07-02 00:00:00-04:00,29.0,29.389999389648438,28.020000457763672,28.8700008392334,176400,0.0,0.0
2020-07-06 00:00:00-04:00,29.350000381469727,30.979999542236328,29.149999618530273,29.420000076293945,320800,0.0,0.0
2020-07-07 00:00:00-04:00,29.31999969482422,30.299999237060547,28.34000015258789,28.610000610351562,181700,0.0,0.0
2020-07-08 00:00:00-04:00,28.739999771118164,29.6200008392334,28.2450008392334,29.010000228881836,160700,0.0,0.0
2020-07-09 00:00:00-04:00,29.200000762939453,31.0,28.424999237060547,30.56999969482422,341200,0.0,0.0
2020-07-10 00:00:00-04:00,30.700000762939453,30.700000762939453,26.239999771118164,26.729999542236328,470000,0.0,0.0
2020-07-13 00:00:00-04:00,27.489999771118164,27.881000518798828,25.010000228881836,25.030000686645508,271800,0.0,0.0
2020-07-14 00:00:00-04:00,25.030000686645508,25.934999465942383,23.1299991607666,25.09000015258789,628000,0.0,0.0
2020-07-15 00:00:00-04:00,25.6299991607666,26.190000534057617,23.56999969482422,24.420000076293945,394000,0.0,0.0
2020-07-16 00:00:00-04:00,24.479999542236328,24.510000228881836,23.09000015258789,23.739999771118164,388900,0.0,0.0
2020-07-17 00:00:00-04:00,23.719999313354492,24.239999771118164,23.010000228881836,23.65999984741211,159600,0.0,0.0
2020-07-20 00:00:00-04:00,23.950000762939453,24.149999618530273,22.510000228881836,23.200000762939453,204300,0.0,0.0
2020-07-21 00:00:00-04:00,23.350000381469727,23.78499984741211,22.219999313354492,22.40999984741211,166900,0.0,0.0
2020-07-22 00:00:00-04:00,22.34000015258789,22.8799991607666,22.100000381469727,22.520000457763672,128500,0.0,0.0
2020-07-23 00:00:00-04:00,22.530000686645508,23.190000534057617,21.73200035095215,21.90999984741211,161300,0.0,0.0
2020-07-24 00:00:00-04:00,21.719999313354492,21.860000610351562,20.850000381469727,21.15999984741211,122100,0.0,0.0
2020-07-27 00:00:00-04:00,21.389999389648438,21.90999984741211,21.136999130249023,21.510000228881836,231200,0.0,0.0
2020-07-28 00:00:00-04:00,21.670000076293945,21.724000930786133,20.75,20.81999969482422,176900,0.0,0.0
2020-07-29 00:00:00-04:00,21.010000228881836,21.378999710083008,20.360000610351562,20.559999465942383,136400,0.0,0.0
2020-07-30 00:00:00-04:00,20.0,20.860000610351562,19.899999618530273,20.3700008392334,192300,0.0,0.0
2020-07-31 00:00:00-04:00,20.5,20.961999893188477,19.05500030517578,19.34000015258789,289300,0.0,0.0
2020-08-03 00:00:00-04:00,20.700000762939453,20.700000762939453,18.760000228881836,19.0049991607666,701500,0.0,0.0
2020-08-04 00:00:00-04:00,19.5,19.750999450683594,18.829999923706055,19.40999984741211,610200,0.0,0.0
2020-08-05 00:00:00-04:00,20.049999237060547,21.479999542236328,19.5,21.280000686645508,763500,0.0,0.0
2020-08-06 00:00:00-04:00,27.149999618530273,27.450000762939453,23.0,24.520000457763672,3152800,0.0,0.0
2020-08-07 00:00:00-04:00,24.979999542236328,24.989999771118164,23.079999923706055,23.469999313354492,799300,0.0,0.0
2020-08-10 00:00:00-04:00,24.489999771118164,24.5,23.85700035095215,24.100000381469727,655000,0.0,0.0
2020-08-11 00:00:00-04:00,24.25,24.719999313354492,23.56999969482422,23.6200008392334,438400,0.0,0.0
2020-08-12 00:00:00-04:00,24.030000686645508,24.479999542236328,22.020000457763672,22.280000686645508,783500,0.0,0.0
2020-08-13 00:00:00-04:00,22.1299991607666,22.899999618530273,21.899999618530273,22.420000076293945,781500,0.0,0.0
2020-08-14 00:00:00-04:00,22.350000381469727,22.670000076293945,21.334999084472656,22.479999542236328,538000,0.0,0.0
2020-08-17 00:00:00-04:00,22.540000915527344,23.190000534057617,22.31999969482422,22.799999237060547,714600,0.0,0.0
2020-08-18 00:00:00-04:00,23.790000915527344,25.829999923706055,23.5,25.6299991607666,937500,0.0,0.0
2020-08-19 00:00:00-04:00,25.260000228881836,26.15999984741211,24.020000457763672,25.15999984741211,801400,0.0,0.0
2020-08-20 00:00:00-04:00,24.899999618530273,25.549999237060547,24.819000244140625,25.34000015258789,255500,0.0,0.0
2020-08-21 00:00:00-04:00,25.079999923706055,26.479999542236328,24.639999389648438,26.030000686645508,612700,0.0,0.0
2020-08-24 00:00:00-04:00,26.040000915527344,27.41200065612793,25.280000686645508,25.65999984741211,736500,0.0,0.0
2020-08-25 00:00:00-04:00,25.5,26.25,25.079999923706055,25.84000015258789,479700,0.0,0.0
2020-08-26 00:00:00-04:00,25.780000686645508,26.209999084472656,24.850000381469727,25.15999984741211,321400,0.0,0.0
2020-08-27 00:00:00-04:00,25.15999984741211,25.229999542236328,24.395000457763672,24.6200008392334,313400,0.0,0.0
2020-08-28 00:00:00-04:00,24.200000762939453,24.959999084472656,24.020000457763672,24.940000534057617,336900,0.0,0.0
2020-08-31 00:00:00-04:00,25.229999542236328,26.829999923706055,25.09000015258789,25.110000610351562,568700,0.0,0.0
2020-09-01 00:00:00-04:00,25.0,26.5,25.0,26.1200008392334,509000,0.0,0.0
2020-09-02 00:00:00-04:00,25.979999542236328,26.43000030517578,25.309999465942383,26.200000762939453,383200,0.0,0.0
2020-09-03 00:00:00-04:00,26.170000076293945,26.209999084472656,23.5,23.93000030517578,602600,0.0,0.0
2020-09-04 00:00:00-04:00,23.75,23.959999084472656,21.242000579833984,21.829999923706055,1295100,0.0,0.0
2020-09-08 00:00:00-04:00,21.8700008392334,23.520000457763672,21.799999237060547,22.469999313354492,553500,0.0,0.0
2020-09-09 00:00:00-04:00,22.959999084472656,25.610000610351562,22.746999740600586,25.15999984741211,438600,0.0,0.0
2020-09-10 00:00:00-04:00,25.450000762939453,26.75,24.8799991607666,25.729999542236328,471200,0.0,0.0
2020-09-11 00:00:00-04:00,25.850000381469727,26.700000762939453,25.18000030517578,25.649999618530273,361600,0.0,0.0
2020-09-14 00:00:00-04:00,25.959999084472656,27.40999984741211,25.760000228881836,27.260000228881836,604900,0.0,0.0
2020-09-15 00:00:00-04:00,27.5,28.360000610351562,27.010000228881836,27.8700008392334,504400,0.0,0.0
2020-09-16 00:00:00-04:00,28.1299991607666,29.6299991607666,28.1299991607666,28.780000686645508,684800,0.0,0.0
2020-09-17 00:00:00-04:00,28.399999618530273,29.940000534057617,28.0,28.389999389648438,643200,0.0,0.0
2020-09-18 00:00:00-04:00,28.389999389648438,29.915000915527344,27.65999984741211,29.450000762939453,3838600,0.0,0.0
2020-09-21 00:00:00-04:00,28.959999084472656,29.78499984741211,28.28499984741211,29.56999969482422,635500,0.0,0.0
2020-09-22 00:00:00-04:00,29.59000015258789,29.860000610351562,26.25,27.799999237060547,608400,0.0,0.0
2020-09-23 00:00:00-04:00,27.709999084472656,27.809999465942383,25.959999084472656,26.09000015258789,302400,0.0,0.0
2020-09-24 00:00:00-04:00,25.799999237060547,26.815000534057617,25.049999237060547,26.09000015258789,214800,0.0,0.0
2020-09-25 00:00:00-04:00,26.1200008392334,26.959999084472656,25.899999618530273,26.760000228881836,165300,0.0,0.0
2020-09-28 00:00:00-04:00,27.059999465942383,27.1299991607666,26.100000381469727,26.8799991607666,226600,0.0,0.0
2020-09-29 00:00:00-04:00,24.8700008392334,25.25,24.18000030517578,24.719999313354492,787600,0.0,0.0
2020-09-30 00:00:00-04:00,24.719999313354492,25.09000015258789,24.049999237060547,24.6200008392334,616200,0.0,0.0
2020-10-01 00:00:00-04:00,24.350000381469727,25.600000381469727,22.225000381469727,24.440000534057617,2871900,0.0,0.0
2020-10-02 00:00:00-04:00,23.979999542236328,24.489999771118164,22.1299991607666,22.239999771118164,824700,0.0,0.0
2020-10-05 00:00:00-04:00,22.875999450683594,24.100000381469727,22.65999984741211,23.850000381469727,802100,0.0,0.0
2020-10-06 00:00:00-04:00,24.299999237060547,27.940000534057617,24.299999237060547,27.389999389648438,971500,0.0,0.0
2020-10-07 00:00:00-04:00,28.280000686645508,29.280000686645508,27.700000762939453,28.670000076293945,567300,0.0,0.0
2020-10-08 00:00:00-04:00,29.399999618530273,29.406999588012695,28.0,28.5,374500,0.0,0.0
2020-10-09 00:00:00-04:00,28.440000534057617,29.940000534057617,28.31999969482422,29.40999984741211,317200,0.0,0.0
2020-10-12 00:00:00-04:00,29.34000015258789,29.700000762939453,27.576000213623047,28.5,340500,0.0,0.0
2020-10-13 00:00:00-04:00,28.329999923706055,29.3799991607666,28.24799919128418,28.889999389648438,248100,0.0,0.0
2020-10-14 00:00:00-04:00,29.059999465942383,29.850000381469727,28.239999771118164,28.329999923706055,277900,0.0,0.0
2020-10-15 00:00:00-04:00,27.670000076293945,34.380001068115234,27.520000457763672,32.91999816894531,858400,0.0,0.0
2020-10-16 00:00:00-04:00,33.0,34.18000030517578,31.940000534057617,32.61000061035156,812200,0.0,0.0
2020-10-19 00:00:00-04:00,33.34000015258789,34.0,31.510000228881836,31.8799991607666,317100,0.0,0.0
2020-10-20 00:00:00-04:00,32.11000061035156,32.55500030517578,30.290000915527344,30.540000915527344,338600,0.0,0.0
2020-10-21 00:00:00-04:00,32.619998931884766,33.04999923706055,29.43000030517578,29.690000534057617,469200,0.0,0.0
2020-10-22 00:00:00-04:00,33.689998626708984,35.88999938964844,32.29999923706055,35.5099983215332,1608800,0.0,0.0
2020-10-23 00:00:00-04:00,36.1879997253418,38.369998931884766,34.599998474121094,37.88999938964844,1117700,0.0,0.0
2020-10-26 00:00:00-04:00,38.31999969482422,38.88999938964844,32.970001220703125,35.689998626708984,990500,0.0,0.0
2020-10-27 00:00:00-04:00,36.209999084472656,38.880001068115234,36.08000183105469,38.279998779296875,626400,0.0,0.0
2020-10-28 00:00:00-04:00,36.81999969482422,37.29999923706055,34.380001068115234,36.11000061035156,673500,0.0,0.0
2020-10-29 00:00:00-04:00,37.189998626708984,37.20000076293945,34.60499954223633,36.310001373291016,396600,0.0,0.0
2020-10-30 00:00:00-04:00,36.189998626708984,36.59000015258789,33.0,34.16999816894531,720900,0.0,0.0
2020-11-02 00:00:00-05:00,34.45000076293945,36.310001373291016,33.36000061035156,34.650001525878906,676000,0.0,0.0
2020-11-03 00:00:00-05:00,35.0,35.5099983215332,33.220001220703125,34.06999969482422,654700,0.0,0.0
2020-11-04 00:00:00-05:00,34.939998626708984,36.57699966430664,34.45500183105469,35.209999084472656,457000,0.0,0.0
2020-11-05 00:00:00-05:00,35.599998474121094,37.349998474121094,34.95000076293945,36.59000015258789,287600,0.0,0.0
2020-11-06 00:00:00-05:00,36.5,36.5,34.70000076293945,36.130001068115234,344400,0.0,0.0
2020-11-09 00:00:00-05:00,37.11000061035156,38.209999084472656,36.70000076293945,36.93000030517578,438000,0.0,0.0
2020-11-10 00:00:00-05:00,36.189998626708984,37.77000045776367,35.09000015258789,37.68000030517578,416100,0.0,0.0
2020-11-11 00:00:00-05:00,37.95000076293945,41.189998626708984,36.74700164794922,37.86000061035156,1115800,0.0,0.0
2020-11-12 00:00:00-05:00,37.08000183105469,39.720001220703125,33.13999938964844,34.34000015258789,1123300,0.0,0.0
2020-11-13 00:00:00-05:00,35.2599983215332,36.59700012207031,35.0,36.41999816894531,425900,0.0,0.0
2020-11-16 00:00:00-05:00,36.5,37.2599983215332,35.380001068115234,36.880001068115234,435200,0.0,0.0
2020-11-17 00:00:00-05:00,37.61000061035156,39.0,37.06999969482422,38.290000915527344,400200,0.0,0.0
2020-11-18 00:00:00-05:00,38.189998626708984,39.209999084472656,37.29999923706055,37.81999969482422,334000,0.0,0.0
2020-11-19 00:00:00-05:00,38.4900016784668,40.099998474121094,38.10300064086914,39.52000045776367,423200,0.0,0.0
2020-11-20 00:00:00-05:00,39.40999984741211,41.75,38.630001068115234,41.630001068115234,595200,0.0,0.0
2020-11-23 00:00:00-05:00,42.150001525878906,42.900001525878906,41.380001068115234,42.470001220703125,398300,0.0,0.0
2020-11-24 00:00:00-05:00,42.4900016784668,42.70000076293945,39.709999084472656,41.560001373291016,390800,0.0,0.0
2020-11-25 00:00:00-05:00,41.369998931884766,45.150001525878906,41.029998779296875,44.689998626708984,599700,0.0,0.0
2020-11-27 00:00:00-05:00,44.79999923706055,47.84000015258789,44.19499969482422,47.65999984741211,645100,0.0,0.0
2020-11-30 00:00:00-05:00,48.150001525878906,50.2400016784668,45.047000885009766,50.0,731500,0.0,0.0
2020-12-01 00:00:00-05:00,51.27000045776367,56.4900016784668,50.91999816894531,54.86000061035156,936700,0.0,0.0
2020-12-02 00:00:00-05:00,54.0,57.93000030517578,51.45000076293945,57.220001220703125,589200,0.0,0.0
2020-12-03 00:00:00-05:00,57.33000183105469,59.0,56.290000915527344,58.47999954223633,410000,0.0,0.0
2020-12-04 00:00:00-05:00,58.9900016784668,61.11000061035156,57.59400177001953,60.060001373291016,773700,0.0,0.0
2020-12-07 00:00:00-05:00,61.0,69.11000061035156,60.875,67.68000030517578,984600,0.0,0.0
2020-12-08 00:00:00-05:00,67.7979965209961,76.5,66.58000183105469,75.26000213623047,1018500,0.0,0.0
2020-12-09 00:00:00-05:00,70.62999725341797,74.58000183105469,68.88999938964844,72.83999633789062,828600,0.0,0.0
2020-12-10 00:00:00-05:00,71.79000091552734,82.55000305175781,71.02100372314453,77.5,1156800,0.0,0.0
2020-12-11 00:00:00-05:00,76.91999816894531,78.59500122070312,73.26000213623047,78.3499984741211,676000,0.0,0.0
2020-12-14 00:00:00-05:00,79.20999908447266,84.87000274658203,78.0,83.91000366210938,852700,0.0,0.0
2020-12-15 00:00:00-05:00,85.51000213623047,86.44999694824219,76.7699966430664,77.69999694824219,997400,0.0,0.0
2020-12-16 00:00:00-05:00,79.06999969482422,79.79499816894531,66.15399932861328,72.1500015258789,1596400,0.0,0.0
2020-12-17 00:00:00-05:00,71.85900115966797,73.88999938964844,69.0,72.0999984741211,860200,0.0,0.0
2020-12-18 00:00:00-05:00,73.19999694824219,77.36699676513672,71.56199645996094,72.3499984741211,3281000,0.0,0.0
2020-12-21 00:00:00-05:00,71.0,91.94000244140625,67.54000091552734,89.13999938964844,2004200,0.0,0.0
2020-12-22 00:00:00-05:00,100.6500015258789,100.6500015258789,81.0,88.5199966430664,1408400,0.0,0.0
2020-12-23 00:00:00-05:00,88.79000091552734,92.22000122070312,83.08999633789062,90.6500015258789,831900,0.0,0.0
2020-12-24 00:00:00-05:00,91.0,91.56999969482422,85.81999969482422,87.83999633789062,308500,0.0,0.0
2020-12-28 00:00:00-05:00,90.60099792480469,96.4000015258789,88.19999694824219,95.62999725341797,1011300,0.0,0.0
2020-12-29 00:00:00-05:00,96.05999755859375,98.65599822998047,82.83000183105469,88.66999816894531,1224800,0.0,0.0
2020-12-30 00:00:00-05:00,89.66000366210938,89.68000030517578,78.27999877929688,82.5199966430664,1505400,0.0,0.0
2020-12-31 00:00:00-05:00,83.41999816894531,84.31999969482422,80.16999816894531,81.63999938964844,936200,0.0,0.0
2021-01-04 00:00:00-05:00,81.63999938964844,84.01000213623047,76.62000274658203,83.13999938964844,994500,0.0,0.0
2021-01-05 00:00:00-05:00,80.20999908447266,86.5999984741211,80.0,84.06999969482422,703700,0.0,0.0
2021-01-06 00:00:00-05:00,81.8499984741211,88.70999908447266,79.20999908447266,85.0,691400,0.0,0.0
2021-01-07 00:00:00-05:00,86.36000061035156,98.87000274658203,86.36000061035156,98.62999725341797,981000,0.0,0.0
2021-01-08 00:00:00-05:00,98.5,117.0,98.07599639892578,101.66999816894531,1768800,0.0,0.0
2021-01-11 00:00:00-05:00,101.7699966430664,101.98999786376953,90.45999908447266,94.08000183105469,790700,0.0,0.0
2021-01-12 00:00:00-05:00,96.44000244140625,97.87999725341797,92.77799987792969,97.05999755859375,588300,0.0,0.0
2021-01-13 00:00:00-05:00,97.0999984741211,101.30999755859375,96.73999786376953,97.94000244140625,660600,0.0,0.0
2021-01-14 00:00:00-05:00,97.55000305175781,111.41999816894531,97.2699966430664,111.31999969482422,926200,0.0,0.0
